"","jeolla","seoul"
"935","아 진짜 나는 근데 교복 좀 많이 입고 다니긴 했는데 교복","아 진짜 나는 근데 교복 좀 많이 입고 다니긴 했는데 교복"
"936","교복 진짜 약간 좀 길 지나가다가 우리가 한 그래도 한 오후 네 시 다섯 시쯤 되면은 그때쯤 마트를 간다","교복 진짜 약간 좀 길 지나가다가 우리가 한 그래도 한 오후 네 시 다섯 시쯤 되면은 그때쯤 마트를 간다"
"937","그러면은 막 사람들 중학생들이랑 고등학생들 인제","그러면은 막 사람들 중학생들이랑 고등학생들 이제"
"938","자 다 인제 끝나고 수업 끝나고 오는 거 교복 입고 오는 거 보면서","자 다 이제 끝나고 수업 끝나고 오는 거 교복 입고 오는 거 보면서"
"939","약간 좀 아련해지는 느낌 그런 게 있지","약간 좀 아련해지는 느낌 그런 게 있지"
"940","그러고 나는 아 기숙사 살 때 사감쌤들진짜 욕 많이 했는데","그러고 나는 아 기숙사 살 때 사감쌤들진짜 욕 많이 했는데"
"941","진짜 그 사감쌤들은 우리가 치는 그 사고들을 정말 정말 천사처럼 다 봐주신 거구나 하는 생각을 했다?","진짜 그 사감쌤들은 우리가 치는 그 사고들을 정말 정말 천사처럼 다 봐주신 거구나 하는 생각을 했다?"
"942","진짜 더럽게 말 안 들었잖아 우리","진짜 더럽게 말 안 들었잖아 우리"
"943","맨날 밤에 새벽마다 수다 떨면서 떠들고 와가지고 문 쾅쾅쾅 뚜드리면은 다 자는 척하고 이불 속에 숨고","맨날 밤에 새벽마다 수다 떨면서 떠들고 와가지고 문 쾅쾅쾅 뚜드리면은 다 자는 척하고 이불 속에 숨고"
"944","아 이제 와서 생각해 보면 사감쌤들을 진짜 우리가 힘들게 했다 그런 생각 했어.","아 이제 와서 생각해 보면 사감쌤들을 진짜 우리가 힘들게 했다 그런 생각 했어."
"945","{laughing} 진짜","{laughing} 진짜"
"946","거기서 맨날 뭐 에어컨 몰래 애들이 에어컨 냉장고 선에다가 연결시켜놓고 에어컨 틀고 몰래","거기서 맨날 뭐 에어컨 몰래 애들이 에어컨 냉장고 선에다가 연결시켜놓고 에어컨 틀고 몰래"
"947","그런 거 보면서 {laughing} 진짜 진짜 기숙사 때 나는 솔직히","그런 거 보면서 {laughing} 진짜 진짜 기숙사 때 나는 솔직히"
"948","이 삼 학년 때는 기숙사에 없어서 몰랐지만 난 일 학년 땐 기숙사에 있을 때 진짜 재밌었어.","이 삼 학년 때는 기숙사에 없어서 몰랐지만 난 일 학년 땐 기숙사에 있을 때 진짜 재밌었어."
"949","뭐 새벽에 공부한다고 하는데 고 밑으로 내려가서","뭐 새벽에 공부한다고 하는데 고 밑으로 내려가서"
"950","그 핸드폰 질 하고 있고 {laughing}","그 핸드폰 질 하고 있고 {laughing}"
"951","맞아 근데 난 제일 재밌었던 건 일 학년 기숙사다 끝나갈 때","맞아 근데 난 제일 재밌었던 건 일 학년 기숙사다 끝나갈 때"
"952","((학x))쌤이랑 고기파티 한 거","((학x))쌤이랑 고기파티 한 거"
"953","거기 이 층 기숙사 다 비우고 하룻밤 자고 그게 진짜 재밌었던 거 같애.","거기 이 층 기숙사 다 비우고 하룻밤 자고 그게 진짜 재밌었던 거 같애."
"954","이제 와서 생각해 보면 솔직히 고등학교 기숙사에서 그런 걸 한다는 거 자체가 말이 안 되지","이제 와서 생각해 보면 솔직히 고등학교 기숙사에서 그런 걸 한다는 거 자체가 말이 안 되지"
"955","근데 선생님들이 그렇게 해준 게 진짜 기억에 되게 많이 남아.","근데 선생님들이 그렇게 해준 게 진짜 기억에 되게 많이 남아."
"956","그 고기 꾸어 먹고 애들이랑 막 다같이 모여가지고 카드 게임하고 진짜 재밌었어 그때는","그 고기 구워 먹고 애들이랑 막 다같이 모여가지고 카드 게임하고 진짜 재밌었어 그때는"
"957","아 난 사실 못 갔어. {laughing}","아 난 사실 못 갔어. {laughing}"
"958","너 못 왔어 못 왔나?","너 못 왔어 못 왔나?"
"959","어 그때 막 가기 귀찮아가지고 인제 막상 집 갔는데 가기 가기 귀찮아서 계속 버팅겼는데","어 그때 막 가기 귀찮아가지고 이제 막상 집 갔는데 가기 가기 귀찮아서 계속 버팅겼는데"
"960","{laughing} 갈 걸 그랬어 그 나중에도 후회했어.","{laughing} 갈 걸 그랬어 그 나중에도 후회했어."
"961","진짜 그 며칠 안 지나서도 애들이 막 엄청 재밌었다고 그러니까","진짜 그 며칠 안 지나서도 애들이 막 엄청 재밌었다고 그러니까"
"962","진짜 기숙사에 있을 때 막 애들한테 애들한테","진짜 기숙사에 있을 때 막 애들한테 애들한테"
"963","막 진짜 막 음식도 뺏어 먹고 아침 급식 먹으러 갈 때 다 부어가지고 인제 {laughing}","막 진짜 막 음식도 뺏어 먹고 아침 급식 먹으러 갈 때 다 부어가지고 이제 {laughing}"
"964","일어나가지고 진짜 밥 먹는 사람 한두 명 되고 나중에 와서는","일어나가지고 진짜 밥 먹는 사람 한두 명 되고 나중에 와서는"
"965","그런 것도 재밌었고 이제 저녁에 석식 먹고 들어왔을 때","그런 것도 재밌었고 이제 저녁에 석식 먹고 들어왔을 때"
"966","막 시험 기간에도 시험기간 때 공부 하나도 안 하고","막 시험 기간에도 시험기간 때 공부 하나도 안 하고"
"967","막 마지막 날 돼서야 겨우 이거 외워야 된다고 하면서 서로 알려주면서 이제 그렇게 하고","막 마지막 날 돼서야 겨우 이거 외워야 된다고 하면서 서로 알려주면서 이제 그렇게 하고"
"968","그런 것도 진짜 재밌었고","그런 것도 진짜 재밌었고"
"969","걍 다 애들도 진짜 막","걍 다 애들도 진짜 막"
"970","진짜 막 갑자기 뭐 저녁에 갑자기 뭐 갑자기 자기들끼리 화장하고 자기들끼리 혼자 춤추면서 그것도 웃겼고","진짜 막 갑자기 뭐 저녁에 갑자기 뭐 갑자기 자기들끼리 화장하고 자기들끼리 혼자 춤추면서 그것도 웃겼고"
"971","다 재밌었던 거 같아.","다 재밌었던 거 같아."
"972","근데 나는 이제 와서 약간 웃긴 게","근데 나는 이제 와서 약간 웃긴 게"
"973","우리는 왜 그렇게 축제와 체육대회에 집착을 하였는가","우리는 왜 그렇게 축제와 체육대회에 집착을 하였는가"
"974","그게 이제 와서 생각해보면 되게 웃기다 그지 않아?","그게 이제 와서 생각해보면 되게 웃기다 그지 않아?"
"975","아 진짜 축제 때 막 진짜 왜 그렇게 진짜 다 집착을 했지?","아 진짜 축제 때 막 진짜 왜 그렇게 진짜 다 집착을 했지?"
"976","굳이 그 가운데 자리가 뭐가 중요하다고 막 –선- 선배 돼 가지고","굳이 그 가운데 자리가 뭐가 중요하다고 막 –선- 선배 돼 가지고"
"977","막 그런 것도 있었고","막 그런 것도 있었고"
"978","뭐 체육대회만 해도 내가 왜 그렇게 열심히 했는지 모르겠어.","뭐 체육대회만 해도 내가 왜 그렇게 열심히 했는지 모르겠어."
"979","그냥 조용히 뒤에서 뒤에서 있을 걸 귀찮은데 {laughing}","그냥 조용히 뒤에서 뒤에서 있을 걸 귀찮은데 {laughing}"
"980","진짜 축제 때 막 누가 반 애들끼리 다 같이 춤 짜가지고 막 겁나 열심히 하고","진짜 축제 때 막 누가 반 애들끼리 다 같이 춤 짜가지고 막 겁나 열심히 하고"
"981","이제 와서 생각해보면 우리가 무슨 아이돌도 아니고 그렇게 할 필요도 없었는데","이제 와서 생각해보면 우리가 무슨 아이돌도 아니고 그렇게 할 필요도 없었는데"
"982","다 춤에 집착해가지고 막 하루에 여섯 시간씩 수업 시간 다 빼고 연습실 빌려가지고 막 연습하고","다 춤에 집착해가지고 막 하루에 여섯 시간씩 수업 시간 다 빼고 연습실 빌려가지고 막 연습하고"
"983","그런 거 보면 진짜 웃긴 거 같애 체육대회도 막","그런 거 보면 진짜 웃긴 거 같애 체육대회도 막"
"984","선생님들한테 선생님 체육대회잖아요 다음 시간 체육대회잖아요 이러면서","선생님들한테 선생님 체육대회잖아요 다음 시간 체육대회잖아요 이러면서"
"985","수업 시간 한 시간 빼가지고 운동장 가서 막 연습하고 그랬던","수업 시간 한 시간 빼가지고 운동장 가서 막 연습하고 그랬던"
"986","이제 와서 보면 진짜 웃겼던 거 같애 그건 진짜","이제 와서 보면 진짜 웃겼던 거 같애 그건 진짜"
"987","특히 우리 중학생 때 더 그랬던 거 같아 막 에어로빅한다고 하면서","특히 우리 중학생 때 더 그랬던 거 같아 막 에어로빅한다고 하면서"
"988","근데 나는 그때 항상 의아했던 게 왜 에어로빅보다","근데 나는 그때 항상 의아했던 게 왜 에어로빅보다"
"989","달리기가 더 점수가 더 큰데 {laughing} 에어로빅에 왜케 집착하지 약간 이런 생각도 했는데","달리기가 더 점수가 더 큰데 {laughing} 에어로빅에 왜케 집착하지 약간 이런 생각도 했는데"
"990","근데 또 애들이 나름대로의 자존심이 있더라고","근데 또 애들이 나름대로의 자존심이 있더라고"
"991","중학교 때 생각해도 진짜 웃겼었어.","중학교 때 생각해도 진짜 웃겼었어."
"992","아 중학교 때가 진짜 미친 듯이 재밌었던 거 같애 &name1&쌤 진짜 웃겼고","아 중학교 때가 진짜 미친 듯이 재밌었던 거 같애 &name1&쌤 진짜 웃겼고"
"993","그 담에 중학교 때 생각나는 건 나는 중학교","그 담에 중학교 때 생각나는 건 나는 중학교"
"994","우리 중학교 앞에 있었던 그 수많은 분식집과 이삭 토스트","우리 중학교 앞에 있었던 그 수많은 분식집과 이삭 토스트"
"995","그거 먹었던 게 진짜 생각이 되게 많이 나","그거 먹었던 게 진짜 생각이 되게 많이 나"
"996","나도 솔직히 말하면 중학교 딱 돌아가면","나도 솔직히 말하면 중학교 딱 돌아가면"
"997","중학교 가면 솔직히 그 거리 걸을 수밖에 없는 것 같아.","중학교 가면 솔직히 그 거리 걸을 수밖에 없는 것 같아."
"998","근데 좀 슬펐던 게 다 사라지고 인제 없어진 것도 슬펐는데","근데 좀 슬펐던 게 다 사라지고 이제 없어진 것도 슬펐는데"
"999","약간 좀 진짜 점심에 우리 맨날 거기 {laughing} 계단 앞에 있어 가지고 아이스크림 사 먹는다고","약간 좀 진짜 점심에 우리 맨날 거기 {laughing} 계단 앞에 있어 가지고 아이스크림 사 먹는다고"
"1000","몰래 거기 있다가 시내에서 밥 먹고 보는 선생님들 보면은 인제 그 &company-name1& 슈퍼 아이스크림 {laughing}","몰래 거기 있다가 시내에서 밥 먹고 보는 선생님들 보면은 인제 그 &company-name1& 슈퍼 아이스크림 {laughing}"
"1001","거기 냉장고 옆에 숨어있고 막 아줌마한테 화장품 좀 맡겨달라고 하고 그랬었던 그런 것도 많았어.","거기 냉장고 옆에 숨어있고 막 아줌마한테 화장품 좀 맡겨달라고 하고 그랬었던 그런 것도 많았어."
"1002","맞아 진짜 재밌었던 거 같애.","맞아 진짜 재밌었던 거 같애."
"1003","–그런- 그런 짓을 한 것도 물론 선생님들도 다 알고 있지만 봐 준 거잖아.","–그런- 그런 짓을 한 것도 물론 선생님들도 다 알고 있지만 봐 준 거잖아."
"1004","근데 그냥 선생님들 우리가 귀여운 귀여웠던 거지 그런 행동들이 근데 되게 재밌었어 진짜로","근데 그냥 선생님들 우리가 귀여운 귀여웠던 거지 그런 행동들이 근데 되게 재밌었어 진짜로"
"1005","홈 베이스에서 다 같이 모여가지고 막 몸싸움 엄청 하고 것도 진짜 재밌었고","홈 베이스에서 다 같이 모여가지고 막 몸싸움 엄청 하고 것도 진짜 재밌었고"
"1006","근데 고등학교 때 보다 중학교 때가 진짜 체육대회든 집착이 심했지","근데 고등학교 때 보다 중학교 때가 진짜 체육대회든 집착이 심했지"
"1007","애들 막 한 종목 지면은 울고불고 난리 치고 쌩난리였잖아 완전히 그냥","애들 막 한 종목 지면은 울고불고 난리 치고 쌩난리였잖아 완전히 그냥"
"1008","그게 더 막 여자애들 밖에 없어서 더 그랬던 거 같아.","그게 더 막 여자애들 밖에 없어서 더 그랬던 거 같아."
"1009","왜냐면 인제 좀 남녀공학 되니까 그때는 뭐","왜냐면 인제 좀 남녀공학 되니까 그때는 뭐"
"1010","{laughing} 우리 이 학년 때 진짜 사귀는 애들 많았었는데 막 뒤에 가서 체육대회 안 하고 막 연애하고 있고","{laughing} 우리 이 학년 때 진짜 사귀는 애들 많았었는데 막 뒤에 가서 체육대회 안 하고 막 연애하고 있고"
"1011","그 중학교 때는 그냥 온전히 체육대회에","그 중학교 때는 그냥 온전히 체육대회에"
"1012","오기 전에 뭐 어떤 사람도 없는데 그냥 자기들끼리 화장하고 있고","오기 전에 뭐 어떤 사람도 없는데 그냥 자기들끼리 화장하고 있고"
"1013","그런 것도 웃겼고 미리 와가지고 이제 막 줄넘기하고","그런 것도 웃겼고 미리 와가지고 이제 막 줄넘기하고"
"1014","진짜 하루 만에 다 끝냈었는데 그것도","진짜 하루 만에 다 끝냈었는데 그것도"
"1015","막 마지막에 이긴 사람들 막 일 등한 팀 ((x고)) 그랬잖아.","막 마지막에 이긴 사람들 막 일 등한 팀 ((x고)) 그랬잖아."
"1016","그런 거 보면 그런 것도 한 다 진짜 약간 추억이었던 거 같아.","그런 거 보면 그런 것도 한 다 진짜 약간 추억이었던 거 같아."
"1017","난 근데 진짜 왜 샀는지 이해 안 됐던 건 반티","난 근데 진짜 왜 샀는지 이해 안 됐던 건 반티"
"1018","왜 그렇게까지 돈 비싸게 해가지고 막 공고해가지고 겁나 힘들게 해서 택배 겁나 많이 받아가지고","왜 그렇게까지 돈 비싸게 해가지고 막 공고해가지고 굉장히 힘들게 해서 택배 굉장히 많이 받아가지고"
"1019","또 반끼리 반티 겹치면 안 돼 학년끼리 반티 겹치면 또","또 반끼리 반티 겹치면 안 돼 학년끼리 반티 겹치면 또"
"1020","각 학년씩 내려와 가지고 엄청 뭐라 하고 애들 잡아다 뭐라 하고","각 학년씩 내려와 가지고 엄청 뭐라 하고 애들 잡아다 뭐라 하고"
"1021","왜 그랬는지 모르겠어 반티 심지어 말도 안 되게 안 예쁜 거","왜 그랬는지 모르겠어 반티 심지어 말도 안 되게 안 예쁜 거"
"1022","아 진짜 나도 동의하는 게","아 진짜 나도 동의하는 게"
"1023","막 우리 반티 겹친다고 삼 학년 때 반티 겹친다고 이 학년 애들한테 가가지고 뭐라 했는데","막 우리 반티 겹친다고 삼 학년 때 반티 겹친다고 이 학년 애들한테 가가지고 뭐라 했는데"
"1024","그런 것도 진짜 어이가 없어 {laughing} 지금 생각해보면","그런 것도 진짜 어이가 없어 {laughing} 지금 생각해보면"
"1025","왜 그랬지 약간 뭐 반티 그거 겹쳐 봤자","왜 그랬지 약간 뭐 반티 그거 겹쳐 봤자"
"1026","뭐 선택권도 솔직히 선택지도 얼마 없잖아 근데 거기서 겹쳐 봤자 뭐가 다르다고","뭐 선택권도 솔직히 선택지도 얼마 없잖아 근데 거기서 겹쳐 봤자 뭐가 다르다고"
"1027","그렇게 열 내고 그랬지 약간 이 생각?","그렇게 열 내고 그랬지 약간 이 생각?"
"1028","맞아 체육대회 시즌 딱 되면 그 반티 팜플렛","맞아 체육대회 시즌 딱 되면 그 반티 팜플렛"
"1029","그 온갖 이상한 반티들이 모여있는 그 팜플렛이 와 가지고 반마다 딱 붙이고 반에서 결정해 가지고 이렇게 동그라미 쳐 놓으면","그 온갖 이상한 반티들이 모여있는 그 팜플렛이 와 가지고 반마다 딱 붙이고 반에서 결정해 가지고 이렇게 동그라미 쳐 놓으면"
"1030","다른 반 애들이 염탐 오잖아 얘네 뭐 선택했나","다른 반 애들이 염탐 오잖아 얘네 뭐 선택했나"
"1031","근데 그런 거 이제 와서 생각해 보면 진짜 재밌긴 재밌었던 거 같애.","근데 그런 거 이제 와서 생각해 보면 진짜 재밌긴 재밌었던 거 같애."
"1032","근데 그 싸우는 건 별로 재미없었어. {laughing}","근데 그 싸우는 건 별로 재미없었어. {laughing}"
"1033","아 근데 더 재밌었던 건 이제 우리 축제 때 우리가 직접 해 가지고 뭐 팔고 그랬었잖아.","아 근데 더 재밌었던 건 이제 우리 축제 때 우리가 직접 해 가지고 뭐 팔고 그랬었잖아."
"1034","그래가지고 막 진짜 -그- 그런 것도 하나하나 재밌었어.","그래가지고 막 진짜 -그- 그런 것도 하나하나 재밌었어."
"1035","솔직히 뭐 수익 얼마나 나겠어 {laughing} 솔직히 적자가 더 많지","솔직히 뭐 수익 얼마나 나겠어 {laughing} 솔직히 적자가 더 많지"
"1036","근데 그거 하나 한다고 다 집에서 뭐 뭐 뭐였지?","근데 그거 하나 한다고 다 집에서 뭐 뭐 뭐였지?"
"1037","하나로마트 카드 사업자 카드 있는 사람들","하나로마트 카드 사업자 카드 있는 사람들"
"1038","어머님한테 부탁해 가지고 뭐 떡 사 오고 오뎅 사 오고 이렇게 해 가지고","어머님한테 부탁해 가지고 뭐 떡 사 오고 오뎅 사 오고 이렇게 해 가지고"
"1039","다 모여가지고 뭐 만든다고 싶은","다 모여가지고 뭐 만든다고 싶은"
"1040","진짜 익지도 않은 떡들 다 팔고 그랬었는데 그것도 재미있었어.","진짜 익지도 않은 떡들 다 팔고 그랬었는데 그것도 재미있었어."
"1041","맞아 {laughing} 진짜 말도 안 되게 맛없는 거 다 파는데 그거 다 사 가더라","맞아 {laughing} 진짜 말도 안 되게 맛없는 거 다 파는데 그거 다 사 가더라"
"1042","축제 때는 진짜 내가 맨날 엠씨 맡았잖아 삼 학년 때","축제 때는 진짜 내가 맨날 엠씨 맡았잖아 삼 학년 때"
"1043","진짜 재밌었어 그 엠씨 맡고 애들 나와가지고 막 장기도 안 되는 장기자랑 펼치고 다 같이 환호하고","진짜 재밌었어 그 엠씨 맡고 애들 나와가지고 막 장기도 안 되는 장기자랑 펼치고 다 같이 환호하고"
"1044","제일 재밌었던 거는 이제 찬조공연 와가지고","제일 재밌었던 거는 이제 찬조공연 와가지고"
"1045","특히 남자들 오면 여중이니까 난리 났었잖아 진짜로 그때가 진짜 나 진짜 기억에 남아.","특히 남자들 오면 여중이니까 난리 났었잖아 진짜로 그때가 진짜 나 진짜 기억에 남아."
"1046","그 무서운 사람들의 무리를 아직도 잊을 수가 없어.","그 무서운 사람들의 무리를 아직도 잊을 수가 없어."
"1047","아 근데 지금 생각해보면 지금 와서 생각해보면 찬조공연 그거 엄청 어이없는 거 {laughing} 웃기고 그냥","아 근데 지금 생각해보면 지금 와서 생각해보면 찬조공연 그거 엄청 어이없는 거 {laughing} 웃기고 그냥"
"1048","그냥 왜 굳이 저렇게까지 하지 약간 좀 그 생각도 들기도 했는데","그냥 왜 굳이 저렇게까지 하지 약간 좀 그 생각도 들기도 했는데"
"1049","그 때 당시에는 진짜 그 사람들 엄청 멋져 보이고 그랬었어.","그 때 당시에는 진짜 그 사람들 엄청 멋져 보이고 그랬었어."
"1050","진짜 거기도 중학교 때도 우리 앞자리 앉겠다고 막 하면서 앞으로 가서 앉고 그랬는데","진짜 거기도 중학교 때도 우리 앞자리 앉겠다고 막 하면서 앞으로 가서 앉고 그랬는데"
"1051","굳이 그렇게까지 할 필요가 있었나 약간 이 생각도 들기도 해","굳이 그렇게까지 할 필요가 있었나 약간 이 생각도 들기도 해"
"1052","공연팀 한 번 오면은 그 공연팀 이름 알아보고 인스타에 쳐보고 페이스북에 쳐보고","공연팀 한 번 오면은 그 공연팀 이름 알아보고 인스타에 쳐보고 페이스북에 쳐보고"
"1053","막 싸인받는다고 난리 치고 끝나고 다 같이 사진 찍고 이런 거 엄청 했잖아.","막 싸인받는다고 난리 치고 끝나고 다 같이 사진 찍고 이런 거 엄청 했잖아."
"1054","쟤는 쟤랑 사진 찍었네 어쨌네 그러면서 완전 난리였잖아 우리","쟤는 쟤랑 사진 찍었네 어쨌네 그러면서 완전 난리였잖아 우리"
"1055","그런 거 이제 와서 보면 {laughing} 그냥 그냥 학교생활 하다가 뭔가 다른 사람이 온 거에 대해서 엄청 흥분했던 거 같애.","그런 거 이제 와서 보면 {laughing} 그냥 그냥 학교생활 하다가 뭔가 다른 사람이 온 거에 대해서 엄청 흥분했던 거 같애."
"1056","맞아 근데 진짜 그런 거 자체가 엄청 재미있었던 것 같아.","맞아 근데 진짜 그런 거 자체가 엄청 재미있었던 것 같아."
"1057","그리고 우리 경건회도 난 진짜 지금 와서 생각해보면 나 경건회는 진짜 재밌었어.","그리고 우리 경건회도 난 진짜 지금 와서 생각해보면 나 경건회는 진짜 재밌었어."
"1058","왜냐하면 {laughing} 아침에 가 가지고 인제 성경책","왜냐하면 {laughing} 아침에 가 가지고 이제 성경책"
"1059","우리 다 들고 성경책 없는 애들 거기서 다 혼나고 있고 앉았다 일어났다 하고 있고","우리 다 들고 성경책 없는 애들 거기서 다 혼나고 있고 앉았다 일어났다 하고 있고"
"1060","그리고 막 성경책 뒤에서 막 뒷 창문에서 받아가지고 이렇게 하고 그랬었는데","그리고 막 성경책 뒤에서 막 뒷 창문에서 받아가지고 이렇게 하고 그랬었는데"
"1061","그것도 재밌었고 이제 가가지고 막 애들 아침밥 못 먹고 오니까","그것도 재밌었고 이제 가가지고 막 애들 아침밥 못 먹고 오니까"
"1062","거기서 주먹밥 {laughing} 냄새 폴폴 풍기면서 닭강정이랑 주먹밥 그 두 개 사가지고 섞어서 먹는 것도 재밌었고 그랬어.","거기서 주먹밥 {laughing} 냄새 폴폴 풍기면서 닭강정이랑 주먹밥 그 두 개 사가지고 섞어서 먹는 것도 재밌었고 그랬어."
"1063","근데 경건회는 다른 건 다 좋았거든","근데 경건회는 다른 건 다 좋았거든"
"1064","나 노래 부르는 거 찬송가 부르는 것도 그냥 어느 정도 재밌긴 했는데","나 노래 부르는 거 찬송가 부르는 것도 그냥 어느 정도 재밌긴 했는데"
"1065","그 우리 학교에 배정돼 있는 목사님 그 설교하실 때마다 알지?","그 우리 학교에 배정돼 있는 목사님 그 설교하실 때마다 알지?"
"1066","앞사람 머리 땋는 거 {laughing}","앞사람 머리 땋는 거 {laughing}"
"1067","그거만 진짜 엄청 했던 거 같애 떠들고 아니면 뒤에다 기대고 잠자거나","그거만 진짜 엄청 했던 거 같애 떠들고 아니면 뒤에다 기대고 잠자거나"
"1068","아 이제 보면 다 추억이긴 한데 그 설교 시간 난 진짜 싫었어.","아 이제 보면 다 추억이긴 한데 그 설교 시간 난 진짜 싫었어."
"1069","아 난 그 설교 시간에도 항상 떠들고 있어서 그냥 뭐 {laughing}","아 난 그 설교 시간에도 항상 떠들고 있어서 그냥 뭐 {laughing}"
"1070","그냥 진짜 뭐 안 해가는 학원 숙제해가고 –그러- 그러기만 했었지 진짜","그냥 진짜 뭐 안 해가는 학원 숙제해가고 –그러- 그러기만 했었지 진짜"
"1071","근데 설교시간에 진짜 근데 그런 것도 다","근데 설교시간에 진짜 근데 그런 것도 다"
"1072","지금 솔직히 하나도 다 기억 안 나는데","지금 솔직히 하나도 다 기억 안 나는데"
"1073","그래도 찬송가는 기억나긴 하는데 {laughing} 진짜 끝나고 인제 돌아가면서도","그래도 찬송가는 기억나긴 하는데 {laughing} 진짜 끝나고 이제 돌아가면서도"
"1074","애들 성경책 막 던지고 선생님들한테 혼나고 그런 것도 재밌었고","애들 성경책 막 던지고 선생님들한테 혼나고 그런 것도 재밌었고"
"1075","나름 진짜 다 추억이었던 거 같아.","나름 진짜 다 추억이었던 거 같아."
"1076","맞아 근데 수업 듣기 싫으면 아픈 척하고 보건실 가서 누워있는 것도 진짜 그거 진짜 엄청 했잖아.","맞아 근데 수업 듣기 싫으면 아픈 척하고 보건실 가서 누워있는 것도 진짜 그거 진짜 엄청 했잖아."
"1077","고등학교 때는 –위클- 위클래스","고등학교 때는 –위클- 위클래스"
"1078","아 선생님 진짜 힘든 일이 있어서요 이러면서 막 상담하러 간다고 거짓말 치고","아 선생님 진짜 힘든 일이 있어서요 이러면서 막 상담하러 간다고 거짓말 치고"
"1079","맨날 상담 센터 가서 선생님이랑 수다 떨고 과자 주서 먹고 그런 것만 했었잖아.","맨날 상담 센터 가서 선생님이랑 수다 떨고 과자 주서 먹고 그런 것만 했었잖아."
"1080","재밌었어 그거는 진짜 그때 밖에 못 했던 거 같애.","재밌었어 그거는 진짜 그때 밖에 못 했던 거 같애."
"1081","이제라도 학교 가 아니 이제 학교 가면은","이제라도 학교 가 아니 이제 학교 가면은"
"1082","한두 번 갔었는데 학교 가면은 그 분위기가 진짜 안 나더라 되게 약간 불청객 된 기분?","한두 번 갔었는데 학교 가면은 그 분위기가 진짜 안 나더라 되게 약간 불청객 된 기분?"
"1083","확실히 이제 나도 학교를 더이상은 안 갈 것 같아.","확실히 이제 나도 학교를 더이상은 안 갈 것 같아."
"1084","내가 언젠가 다시 수능을 신청하게 된다면 가겠는데 {laughing} 근데 안 갈 것 같아.","내가 언젠가 다시 수능을 신청하게 된다면 가겠는데 {laughing} 근데 안 갈 것 같아."
"1085","그냥 좀 사람들도 너무 많이 우리가 고등학교는 공립이다 보니까","그냥 좀 사람들도 너무 많이 우리가 고등학교는 공립이다 보니까"
"1086","많이 바뀌어 가지고 분위기도 다르고","많이 바뀌어 가지고 분위기도 다르고"
"1087","좀 다른 애들이 후배들이 우리를 쳐다보는 그런 분위기도 다 약간 좀 그래 가지고","좀 다른 애들이 후배들이 우리를 쳐다보는 그런 분위기도 다 약간 좀 그래 가지고"
"1088","그래서 나는 좀 안 갈 거 같기도 해 {laughing}","그래서 나는 좀 안 갈 거 같기도 해 {laughing}"
"1089","근데 우리 고등학교 진짜 봄에 진짜 예뻤잖아 벚꽃","근데 우리 고등학교 진짜 봄에 진짜 예뻤잖아 벚꽃"
"1090","진짜 그 벚꽃 사진전도 하고 선생님들도 다 그거에 미쳐가지고 막 분장하는 쌤도 있고 그랬잖아.","진짜 그 벚꽃 사진전도 하고 선생님들도 다 그거에 미쳐가지고 막 분장하는 쌤도 있고 그랬잖아."
"1091","근데 최고는 졸업사진 찍을 땐 거 같애.","근데 최고는 졸업사진 찍을 땐 거 같애."
"1092","진짜 뭔 말도 안 되는 업체 불러가지고","진짜 뭔 말도 안 되는 업체 불러가지고"
"1093","진짜 그냥 이상하게 이상한 사진 이상한 포즈 다 똑같은 포즈로 사진 찍고 그랬었잖아.","진짜 그냥 이상하게 이상한 사진 이상한 포즈 다 똑같은 포즈로 사진 찍고 그랬었잖아."
"1094","그 컨셉에 미쳐가지고 막 준비 엄청 해 오는 애들도 많고","그 컨셉에 미쳐가지고 막 준비 엄청 해 오는 애들도 많고"
"1095","아 진짜 그치 나도 진짜로 솔직히 졸업사진","아 진짜 그치 나도 진짜로 솔직히 졸업사진"
"1096","나는 그 아직도 기억나는 게 졸업사진 아침에 늦게 일어나가 {laughing}","나는 그 아직도 기억나는 게 졸업사진 아침에 늦게 일어나가 {laughing}"
"1097","아니 졸업사진 늦게 일어나 가지고 항상 늦었어.","아니 졸업사진 늦게 일어나 가지고 항상 늦었어."
"1098","졸업식 때도 아침에 늦게 일어나 가지고 막 눈 탱탱 부은 다음에 오고","졸업식 때도 아침에 늦게 일어나 가지고 막 눈 탱탱 부은 다음에 오고"
"1099","졸업사진 아침 날에도 눈 탱탱 부어 가지고 사진 찍고 그랬어 진짜","졸업사진 아침 날에도 눈 탱탱 부어 가지고 사진 찍고 그랬어 진짜"
"1100","일어나서 막 화장하려고 하고 그랬어.","일어나서 막 화장하려고 하고 그랬어."
"1101","그 어 고등학교 시절에 제일 재밌었던 시기는 수능 끝나고 졸업하기 전까지 그 시즌","그 어 고등학교 시절에 제일 재밌었던 시기는 수능 끝나고 졸업하기 전까지 그 시즌"
"1102","딱 그 시즌 진짜 너무 재밌었어 맨날 맨날 재밌었어.","딱 그 시즌 진짜 너무 재밌었어 맨날 맨날 재밌었어."
"1103","그때는 뭘 하고 놀 수 밖에 생각하고 하니까 그래서 그 때가 제일 좋았어 나는","그때는 뭘 하고 놀 수 밖에 생각하고 하니까 그래서 그 때가 제일 좋았어 나는"
